"name";"cst";"SAO";"coord";"wds_name";"last";"obs";"pa";"sep";"m1";"m2";"d_mag";"orb"
"Gam Oph";"Oph";"122754";"17 47 54 +02 42 26";"JNN 243 AB";"2012";"1";269;6.1;3.66;17.90;14.24;""
"";"Oph";"122754";"17 47 54 +02 42 26";"JNN 243 AC";"2012";"1";57;7.2;3.66;18.50;14.84;""
"";"Sco";"209357";"17 51 13 -30 33 25";"ARY 103 AC";"2015";"4";175;49.8;6.70;12.80;6.10;""
"";"Oph";"122880";"17 53 14 +06 06 04";"JNN 244 AB";"2012";"1";124;3.0;4.83;16.80;11.97;""
"";"Oph";"122880";"17 53 14 +06 06 04";"JNN 244 AC";"2012";"1";307;3.4;4.83;17.30;12.47;""
"";"Oph";"122880";"17 53 14 +06 06 04";"JNN 244 AD";"2012";"1";175;4.4;4.83;17.60;12.77;""
"";"Oph";"123112";"18 05 37 +04 39 26";"SKF 2127";"2016";"7";7;15.1;5.30;9.60;4.30;""
"";"Sgr";"209710";"18 06 24 -36 01 11";"SKF 2032 AB";"2016";"7";180;12.3;6.00;13.00;7.00;""
"";"Sgr";"186367";"18 09 18 -22 54 30";"VVV 3";"2015";"7";170;42.6;7.98;13.90;5.92;""
"V4030 Sgr";"Sgr";"161375";"18 21 20 -16 22 26";"FGS 31";"2009";"1";202;1.1;8.40;12.60;4.20;""
"HD 169161";"Sgr";"210110";"18 24 48 -34 24 17";"SKF 2065";"2022";"15";164;23.3;8.30;11.00;2.70;""
"V346 Pav";"Pav";"254237";"18 25 32 -63 01 18";"ARY 108 AC";"2015";"4";227;109.6;6.20;11.60;5.40;""
"";"Sgr";"186934";"18 32 12 -26 29 47";"SKF 2066";"2015";"9";282;17.5;8.00;14.10;6.10;""
"";"Sgr";"187041";"18 36 48 -26 17 22";"RST 3187 AC";"2015";"9";41;12.7;8.47;13.80;5.33;""
"";"Sgr";"210384";"18 38 20 -32 41 08";"SKF 2068 AC";"2016";"12";218;122.5;7.34;10.84;3.50;""
"";"Ser";"123794";"18 40 31 +02 41 04";"SKF 2135 AD";"2016";"12";238;54.4;7.99;14.50;6.51;""
"";"CrA";"210520";"18 44 59 -39 45 00";"SKF 2070";"2016";"9";106;17.6;6.80;14.50;7.70;""
"HD 176247";"Sgr";"210812";"19 00 50 -34 52 49";"SKF 2071";"2015";"8";59;45.1;8.49;12.10;3.61;""
"";"Sgr";"187592";"19 02 14 -28 39 03";"SKF 2072 CD";"2015";"6";265;27.3;8.90;16.00;7.10;""
"";"Sgr";"187662";"19 05 45 -26 38 31";"SKF 2073 AC";"2016";"9";160;13.6;8.80;15.50;6.70;""
"";"Sgr";"";"19 14 56 -18 10 42";"OCC 1100";"2012";"0";-1;0.0;4.90;9.47;4.57;""
"";"Lyr";"68150";"19 19 53 +35 32 17";"FYM 179 AD";"2014";"2";233;15.8;8.31;12.00;3.69;""
"";"Lyr";"68150";"19 19 53 +35 32 17";"FYM 179 AE";"2013";"2";115;17.3;8.31;12.00;3.69;""
"";"Aql";"124664";"19 28 25 +08 21 29";"GNS 2 AB";"2009";"3";351;3.3;7.86;"";"";""
"";"Aql";"124664";"19 28 25 +08 21 29";"GNS 2 AC";"2015";"5";48;14.4;6.42;13.92;7.50;""
"V1431 Aql";"Aql";"124675";"19 29 01 +01 57 02";"JNN 245 AB";"2012";"1";337;1.9;5.59;19.30;13.71;""
"";"Aql";"124675";"19 29 01 +01 57 02";"JNN 245 AC";"2012";"1";67;3.5;5.59;20.20;14.61;""
"";"Aql";"124675";"19 29 01 +01 57 02";"JNN 245 AD";"2012";"1";109;3.6;5.59;20.20;14.61;""
"";"Aql";"124675";"19 29 01 +01 57 02";"JNN 245 AE";"2012";"1";161;4.5;5.59;19.20;13.61;""
"";"Aql";"124675";"19 29 01 +01 57 02";"JNN 245 AF";"2012";"1";235;5.4;5.59;19.50;13.91;""
"";"Aql";"124675";"19 29 01 +01 57 02";"JNN 245 AG";"2012";"1";48;6.7;5.59;20.80;15.21;""
"";"Vul";"87440";"19 36 23 +26 40 09";"FYM 70 AC";"2015";"7";108;22.5;8.36;12.20;3.84;""
"";"Vul";"87439";"19 36 23 +25 03 51";"FYM 82 AE";"2023";"10";317;15.3;8.66;15.76;7.10;""
"";"Vul";"87439";"19 36 23 +25 03 51";"FYM 82 AF";"2023";"10";202;21.5;8.66;14.15;5.49;""
"";"Cyg";"87464";"19 37 12 +28 29 60";"GNS 3 AB";"2016";"15";8;4.5;6.68;13.90;7.22;""
"";"Vul";"87551";"19 40 40 +23 43 05";"FYM 77 AG";"2015";"5";10;17.5;6.64;14.52;7.88;""
"";"Vul";"87551";"19 40 40 +23 43 05";"FYM 77 AI";"2015";"5";243;22.9;6.64;15.07;8.43;""
"";"Vul";"87555";"19 40 47 +23 43 52";"FYM 103 CD";"2013";"1";94;31.0;8.25;14.80;6.55;""
"";"Cyg";"68845";"19 46 58 +34 25 10";"GNS 4 AF";"2009";"2";264;11.7;7.83;"";"";""
"";"Sgr";"188692";"19 54 18 -23 56 28";"ALP 33 AC";"2016";"7";108;41.6;6.33;16.00;9.67;""
"";"Cyg";"48963";"19 54 35 +41 27 52";"SKF 2133 AC";"2015";"9";188;45.6;7.49;14.40;6.91;""
"";"Cyg";"69116";"19 56 18 +35 05 01";"BU 980 AE";"2016";"8";247;56.5;3.89;11.50;7.61;""
"";"Dra";"18617";"19 57 45 +60 39 43";"SKF 2083 AC";"2016";"10";306;10.7;8.91;14.50;5.59;""
"";"Sgr";"211885";"20 11 12 -36 06 02";"ARY 113 AC";"2013";"2";6;66.8;5.31;10.50;5.19;""
"";"Aql";"";"20 13 60 -00 52 01";"JNN 246 AF";"2012";"1";217;7.3;5.69;19.30;13.61;""
"";"Cyg";"69678";"20 14 32 +36 48 22";"FYM 105 AH";"2013";"1";133;10.0;4.96;12.00;7.04;""
"";"Cyg";"69809";"20 18 46 +35 06 43";"FYM 178 AB,E";"2013";"3";75;12.7;8.57;13.96;5.39;""
"";"Cyg";"69809";"20 18 46 +35 06 43";"FYM 178 AB,F";"2013";"3";289;27.8;8.57;14.02;5.45;""
"";"Cyg";"69934";"20 23 10 +35 41 35";"FYM 177 AD";"2015";"8";125;28.9;8.13;14.22;6.09;""
"";"Aqr";"126062";"20 39 25 +00 29 11";"FYM 187 AE";"2013";"3";118;35.2;5.05;14.00;8.95;""
"";"Mic";"189606";"20 43 16 -29 25 26";"SKF 2089";"2016";"8";284;17.7;7.00;16.50;9.50;""
"HD 197928";"Aqr";"";"20 47 09 -12 23 27";"OCC 1101";"2012";"0";-1;0.0;7.67;10.18;2.51;""
"";"Cyg";"50121";"20 50 05 +44 03 34";"FYM 92 AF";"2015";"6";80;46.9;5.04;15.00;9.96;""
"HD 199097";"Cep";"19074";"20 52 03 +60 22 27";"SKF 2091";"2019";"18";292;45.4;8.69;9.87;1.18;""
"";"Cep";"144908";"20 53 20 +62 09 16";"CSN 13 AD";"2000";"1";89;10.6;4.62;14.40;9.78;""
"";"Del";"106712";"20 58 26 +10 50 21";"MUG 16 AE";"2024";"8";194;29.1;5.61;16.60;10.99;""
"DV Aqr";"Aqr";"164027";"20 58 42 -14 28 59";"SKF 2094 AC";"2015";"7";118;129.0;5.99;10.83;4.84;""
"HD 199917";"Mic";"189930";"21 01 03 -29 43 43";"SKF 2097";"2015";"17";152;87.6;7.10;8.18;1.08;""
"";"Aqr";"145183";"21 11 33 -01 18 01";"FYM 189 AC";"2014";"5";46;12.4;8.33;15.00;6.67;""
"";"Cyg";"71121";"21 14 47 +38 02 43";"FYM 110 AJ";"2012";"3";127;49.7;3.83;14.00;10.17;""
"";"Cyg";"71121";"21 14 47 +38 02 43";"FYM 110 AL";"2012";"2";290;32.8;3.83;14.90;11.07;""
"HD 202774";"Mic";"212895";"21 19 03 -32 21 22";"SKF 2098";"2015";"9";27;100.8;7.11;11.00;3.89;""
"";"Ind";"230628";"21 19 21 -47 03 16";"ARY 104 AC";"2015";"5";264;45.2;6.77;10.50;3.73;""
"";"Cyg";"107028";"21 19 22 +38 14 15";"CIA 5 Aa,Ab";"2016";"14";230;0.0;6.00;8.20;2.20;"Y"
"";"Equ";"107104";"21 24 12 +12 36 59";"FYM 182 AC";"2015";"5";162;14.9;8.73;15.35;6.62;""
"";"Pav";"";"21 26 31 -73 38 23";"DEA 16";"2016";"5";329;84.9;8.41;12.86;4.45;""
"";"PsA";"213064";"21 31 24 -31 45 59";"SKF 2099";"2015";"7";259;23.1;8.80;16.00;7.20;""
"";"Peg";"230742";"21 34 30 +09 29 59";"FYM 191 AC";"2013";"1";200;25.7;7.96;14.50;6.54;""
"";"PsA";"213136";"21 36 49 -33 02 52";"SKF 2100";"2016";"6";53;162.1;6.10;13.50;7.40;""
"";"Aqr";"";"21 37 34 -00 23 26";"FYM 9001 AC";"2013";"3";18;37.8;6.22;13.84;7.62;""
"";"Aqr";"";"21 41 24 -07 44 00";"OCC 1102";"2012";"0";-1;0.0;8.69;11.05;2.36;""
"";"Cap";"164579";"21 41 28 -14 50 29";"GMC 28 AC";"2015";"4";257;118.6;7.22;12.60;5.38;""
"HD 206492";"Aqr";"145602";"21 42 34 -07 45 28";"OCC 1103";"2012";"0";-1;0.0;7.38;7.85;0.47;""
"";"Cyg";"89940";"21 44 09 +28 44 33";"FYM 25 AG";"2012";"3";73;168.1;4.75;13.77;9.02;""
"";"Ind";"255076";"21 48 44 -65 30 10";"ARY 105 AC";"2015";"6";264;28.9;7.31;11.60;4.29;""
"HD 208158";"Peg";"107482";"21 54 07 +18 03 24";"SKF 2182";"2015";"17";326;74.9;8.54;8.76;0.22;""
"";"PsA";"213530";"22 05 06 -35 10 54";"SKF 2102";"2016";"7";336;11.9;8.60;17.00;8.40;""
"";"Cep";"19921";"22 10 60 +63 23 58";"FYM 192 AD";"2013";"2";81;28.8;7.99;12.98;4.99;""
"HD 210636";"PsA";"213640";"22 12 19 -32 03 44";"SKF 2103";"2016";"12";31;30.7;8.24;11.20;2.96;""
"";"PsA";"213669";"22 15 01 -32 09 52";"SKF 2104 AB,C";"2015";"7";321;16.6;8.80;14.50;5.70;""
"";"Lac";"72446";"22 32 26 +39 46 47";"FYM 109 AF";"2015";"4";106;22.1;5.90;14.11;8.21;""
"";"PsA";"214111";"22 49 23 -29 51 42";"SKF 2105";"2015";"6";258;76.2;8.76;14.30;5.54;""
"HD 217754";"Peg";"72949";"23 02 33 +31 46 54";"SKF 2184";"2016";"9";268;141.4;6.59;12.00;5.41;""
"HD 218038";"Gru";"214299";"23 05 18 -38 55 12";"SKF 2107";"2015";"14";324;122.0;8.94;9.04;0.10;""
"";"And";"35139";"23 06 10 +51 10 41";"ES 1122 AC";"2004";"2";260;9.4;7.90;13.30;5.40;""
"HD 218434";"Scl";"191674";"23 08 21 -28 49 25";"SKF 2108 AB,C";"2015";"6";317;149.5;5.70;11.00;5.30;""
"";"Cas";"35236";"23 13 17 +57 10 06";"CSN 14 AC";"2000";"1";22;11.2;5.60;"";"";""
"";"Cas";"35236";"23 13 17 +57 10 06";"CSN 14 AD";"2000";"1";64;13.8;5.60;"";"";""
"";"Scl";"192020";"23 35 40 -27 29 26";"SKF 2110 AC";"2010";"4";272;162.5;6.70;16.40;9.70;""
"";"Scl";"192073";"23 40 14 -28 21 33";"SKF 2111";"2015";"7";127;141.5;7.60;16.00;8.40;""
"";"Cas";"20869";"23 48 50 +62 12 51";"FYM 150 AD";"2015";"3";359;37.9;5.66;14.40;8.74;""
"";"Cas";"20869";"23 48 50 +62 12 51";"FYM 150 AG";"2012";"4";349;119.7;5.66;11.30;5.64;""
"";"Cet";"";"00 15 58 -16 36 58";"BWL 2";"2023";"15";79;0.1;8.90;9.00;0.10;"Y"
"Sig And";"And";"53798";"00 18 20 +36 47 07";"DRS 33";"2016";"4";146;7.0;4.46;11.40;6.94;""
"";"Cas";"";"00 21 58 +49 12 38";"BWL 3 AC";"2016";"3";62;4.7;8.60;18.20;9.60;""
"";"Cas";"";"00 21 58 +49 12 38";"BWL 3 AD";"2016";"3";352;6.0;8.60;16.50;7.90;""
"";"Psc";"91898";"00 26 58 +17 05 09";"BFR 3";"2016";"7";138;30.3;8.88;21.82;12.94;""
"";"And";"74047";"00 30 31 +22 46 08";"DEA 36";"2015";"3";232;117.0;6.87;13.18;6.31;""
"";"Cas";"21503";"00 32 34 +55 12 53";"RAS 17";"2011";"2";76;0.7;8.40;12.60;4.20;""
"";"Cas";"21592";"00 38 49 +59 49 34";"FYM 212";"2015";"6";145;23.8;6.71;12.70;5.99;""
"";"Phe";"232162";"00 43 21 -57 27 47";"MRN 1 Aa,Ab";"2013";"2";99;0.1;4.35;8.50;4.15;""
"";"And";"";"01 03 40 +40 51 29";"BWL 5 Aa,Ab";"2011";"2";309;0.3;7.50;10.00;2.50;""
"";"And";"";"01 03 40 +40 51 29";"BWL 5 AD";"2015";"2";334;12.5;7.47;16.40;8.93;""
"";"Cet";"129234";"01 19 43 +00 06 21";"DEA 37 AB";"2016";"2";95;27.4;7.31;14.42;7.11;""
"";"Psc";"109831";"01 22 19 +03 30 47";"DEA 38";"2015";"7";324;44.8;7.07;14.40;7.33;""
"HD 8941";"Psc";"92453";"01 28 24 +17 04 45";"BDT 1";"2009";"1";269;0.4;5.40;10.40;5.00;""
"HD 11408";"Per";"22716";"01 53 49 +55 35 51";"DRS 35";"2015";"5";263;11.6;6.07;9.52;3.45;""
"HD 11995";"Hyi";"248464";"01 55 46 -60 51 40";"CVR 1734";"2016";"6";49;128.8;6.10;9.83;3.73;""
"";"Per";"";"01 58 14 +48 44 20";"BWL 8 Aa,Ab";"2011";"1";51;0.0;8.70;10.10;1.40;""
"";"Per";"";"01 58 14 +48 44 20";"BWL 8 AB";"2011";"1";223;3.8;8.43;23.50;15.07;""
"";"Tri";"55167";"01 59 07 +33 12 35";"DEA 39 AD";"2015";"2";85;50.2;5.32;14.32;9.00;""
"";"Cet";"129722";"02 09 09 -02 19 55";"DEA 40";"2016";"7";32;42.9;5.87;12.93;7.06;""
"";"Phe";"215807";"02 11 29 -45 21 04";"TSN 69";"2015";"3";190;134.4;8.58;17.00;8.42;""
"AF Ari";"Ari";"75308";"02 22 07 +22 52 25";"AHD 30";"2015";"10";348;28.3;6.70;12.20;5.50;""
"";"Per";"23281";"02 23 37 +52 40 54";"DEA 41 AB";"2013";"3";187;47.2;6.81;15.39;8.58;""
"";"Cas";"";"02 33 25 +65 45 54";"DEA 68";"2016";"6";244;10.7;8.81;13.81;5.00;""
"";"Cet";"";"02 41 15 -04 32 18";"BWL 12";"2012";"1";255;11.8;8.58;19.40;10.82;""
"";"Per";"38259";"02 42 22 +42 45 36";"HJ 1126 AC";"2016";"9";98;56.8;8.85;9.30;0.45;""
"";"Ari";"75634";"02 55 05 +21 35 43";"DEA 42";"2016";"5";37;49.4;7.22;13.84;6.62;""
"";"Per";"38455";"02 56 33 +47 09 50";"STF 324 AC";"2016";"3";308;15.8;5.60;15.50;9.90;""
"";"Per";"23904";"03 15 38 +37 24 14";"BWL 13 AB";"2012";"5";338;2.0;8.41;19.50;11.09;""
"";"Per";"";"03 15 38 +37 24 14";"BWL 13 AC";"2011";"1";318;6.7;8.41;19.50;11.09;""
"V572 Per";"Per";"56292";"03 15 48 +36 41 03";"DAM 756";"2016";"5";268;47.5;8.20;8.80;0.60;""
"";"Hyi";"";"03 18 29 -69 57 16";"R 29";"2016";"8";229;68.3;8.86;10.54;1.68;""
"";"Tau";"75962";"03 31 01 +27 43 27";"SMR 60 BC";"2021";"10";0;12.3;7.81;13.00;5.19;""
"";"Eri";"216439";"03 41 09 -40 46 07";"SKF 2462 AC";"2016";"9";196;13.0;7.40;16.00;8.60;""
"";"Per";"";"03 53 02 +45 57 25";"SKF 2403 AC";"2015";"11";313;28.6;8.53;11.00;2.47;""
"";"Tau";"";"04 00 31 +19 35 21";"DAE 15 AC";"2011";"1";223;11.7;7.61;18.60;10.99;""
"Nu Tau";"Tau";"111579";"04 03 09 +05 59 22";"DRS 36";"2016";"3";183;16.1;3.78;9.21;5.43;""
"";"Eri";"130928";"04 05 03 -06 00 26";"BFR 4";"2016";"7";211;17.3;7.87;13.88;6.01;""
"";"Per";"24404";"04 05 37 +50 45 34";"SKF 2406";"2015";"10";347;18.4;8.72;14.10;5.38;""
"";"Eri";"149367";"04 05 44 -14 57 48";"SKF 2464";"2016";"8";61;8.1;8.50;15.00;6.50;""
"";"Tau";"";"04 07 54 +17 50 26";"DAE 18";"2015";"2";340;7.8;8.91;17.30;8.39;""
"";"Eri";"169198";"04 10 44 -25 05 46";"SKF 2467";"2015";"8";102;22.5;7.40;13.50;6.10;""
"";"Eri";"169196";"04 10 41 -25 25 33";"SKF 2466 AB";"2015";"5";275;17.9;7.90;16.00;8.10;""
"";"Tau";"";"04 14 47 +26 46 26";"DAE 20 CD";"2012";"1";165;5.8;8.87;18.90;10.03;""
"";"Tau";"";"04 19 27 +28 08 16";"DAE 23 AB";"2011";"1";228;2.0;8.98;18.60;9.62;""
"";"Tau";"57151";"04 19 27 +28 08 16";"DAE 23 AC";"2011";"1";93;6.6;8.98;17.80;8.82;""
"";"Tau";"";"04 19 27 +28 08 16";"DAE 23 AD";"2011";"1";244;6.7;8.98;15.80;6.82;""
"";"Tau";"";"04 19 27 +28 08 16";"DAE 23 AE";"2011";"1";227;9.3;8.98;17.80;8.82;""
"";"Tau";"24571";"04 22 03 +28 25 39";"DAE 24 AC";"2015";"3";315;11.0;8.45;16.10;7.65;""
"";"Tau";"";"04 22 05 +19 34 48";"DAE 25 AC";"2012";"1";187;7.7;8.69;18.00;9.31;""
"";"Eri";"";"04 22 08 -28 49 05";"BWL 15";"2016";"2";240;0.8;8.30;8.30;0.00;""
"64 Tau";"Tau";"93907";"04 24 06 +17 26 39";"DRS 37 AC";"2007";"2";85;10.0;4.41;9.64;5.23;""
"";"Eri";"149621";"04 25 35 -16 25 06";"SKF 2468";"2015";"7";275;149.0;7.89;15.50;7.61;""
"";"Tau";"93932";"04 26 21 +15 37 06";"DRS 38 AC";"2009";"1";147;10.4;4.03;12.40;8.37;""
"";"Tau";"";"04 28 04 +13 52 05";"SKF 2410 AB";"2015";"2";290;2.0;9.00;16.00;7.00;""
"";"Tau";"93979";"04 30 37 +13 43 28";"DRS 39 AC";"2015";"4";311;4.9;4.75;6.09;1.34;""
"";"Tau";"";"04 32 42 +18 55 10";"DAE 26";"2015";"2";106;8.6;8.69;19.20;10.51;""
"";"Tau";"";"04 35 57 +23 52 05";"DAE 28 AD";"2016";"3";213;1.1;8.70;17.60;8.90;""
"";"Tau";"94043";"04 38 09 +12 30 39";"MRN 2 Aa,Ab";"2020";"2";24;0.0;4.00;7.70;3.70;""
"";"Tau";"76714";"04 41 55 +26 58 49";"VGT 1 AD";"2013";"5";131;2.5;8.00;"";"";""
"";"Tau";"76714";"04 41 55 +26 58 49";"DAE 31 AF";"2013";"2";335;8.4;7.97;18.40;10.43;""
"";"Tau";"76733";"04 44 27 +19 52 17";"DAE 33 AD";"2012";"1";201;2.8;8.71;18.70;9.99;""
"";"Tau";"";"04 44 54 +27 17 45";"DAE 34 Aa,Ab";"2018";"4";180;0.1;7.30;9.20;1.90;""
"";"Tau";"";"04 44 54 +27 17 45";"DAE 34 AC";"2013";"2";238;7.0;7.15;18.80;11.65;""
"";"Tau";"";"04 46 53 +17 00 00";"DAE 35 EG";"2013";"2";65;2.3;7.98;17.90;9.92;""
"";"Tau";"";"04 46 53 +17 00 00";"DAE 35 EH";"2015";"4";147;7.6;7.98;15.30;7.32;""
"HD 30209";"Per";"39753";"04 47 30 +42 19 12";"SKF 2413";"2015";"13";82;43.7;8.39;10.79;2.40;""
"";"Tau";"";"04 47 49 +29 25 11";"DAE 36 AC";"2011";"1";69;6.9;8.04;19.00;10.96;""
"";"Tau";"24830";"04 47 49 +29 25 11";"DAE 36 AD";"2015";"5";130;11.4;8.04;16.80;8.76;""
"V473 Tau";"Tau";"76771";"04 49 16 +29 34 17";"RAS 18";"2023";"8";245;0.1;7.50;9.40;1.90;"Y"
"";"Aur";"";"04 51 01 +31 27 24";"BWL 18 AB";"2015";"4";283;11.3;8.16;13.50;5.34;""
"";"Tau";"94203";"04 55 10 +18 26 31";"DAE 39 DF";"2011";"1";346;4.4;7.61;17.90;10.29;""
"";"Tau";"94203";"04 55 10 +18 26 31";"DAE 39 DG";"2011";"1";197;4.7;7.61;19.00;11.39;""
"";"Tau";"";"04 55 48 +17 42 02";"DAE 40 AC";"2012";"1";241;4.1;8.57;19.40;10.83;""
"HD 32613";"Lep";"150113";"05 03 57 -14 33 22";"SKF 2473";"2015";"10";354;70.9;6.84;9.13;2.29;""
"";"Aur";"40186";"05 16 41 +45 59 53";"SMR 26 AI";"2013";"1";273;132.9;0.08;13.00;12.92;""
"HD 35245";"Lep";"112695";"05 22 35 -19 52 42";"SKF 2474 AB";"2015";"16";10;85.7;7.89;8.73;0.84;""
"";"Lep";"150389";"05 22 53 -15 01 26";"SKF 2475";"2016";"8";45;141.7;8.80;16.10;7.30;""
"";"Ori";"132229";"05 32 15 -04 31 06";"RAS 19";"2016";"2";39;2.0;8.10;15.90;7.80;""
"";"Ori";"";"05 35 32 -05 05 47";"SKF 2482";"2005";"1";315;1.7;8.30;15.00;6.70;""
"";"Ori";"";"05 36 19 -00 18 13";"RAS 21 AB";"2010";"2";108;0.1;8.70;11.00;2.30;""
"";"Ori";"";"05 36 19 -00 18 13";"RAS 21 AC";"2010";"2";38;0.1;8.70;14.00;5.30;""
"";"Ori";"132401";"05 38 37 -02 33 13";"CAB 11 AE";"2005";"2";267;10.6;8.20;12.80;4.60;""
"";"Ori";"132401";"05 38 37 -02 33 13";"CAB 11 AF";"2014";"4";269;18.8;8.20;13.00;4.80;""
"";"Ori";"132408";"05 38 47 -02 35 40";"RAS 22 Ea,Eb";"2010";"3";303;0.3;6.60;11.30;4.70;""
"HD 37704";"Lep";"170650";"05 39 33 -24 19 03";"SKF 2485";"2015";"16";27;21.1;8.99;10.01;1.02;""
"Alp Col";"Ori";"196059";"05 39 37 -02 42 17";"CAB 16";"2015";"5";168;5.2;8.10;9.80;1.70;""
"";"Lep";"170652";"05 39 45 -20 26 07";"HDO 78 AC";"1999";"8";85;32.7;6.87;11.30;4.43;""
"";"Aur";"25310";"05 39 52 +52 53 51";"DEA 43";"2016";"6";289;26.9;6.00;13.32;7.32;""
"";"Lep";"150668";"05 40 15 -16 26 32";"SKF 2486 AB";"2015";"6";316;20.3;8.49;15.50;7.01;""
"HD 248257";"Tau";"94902";"05 50 26 +14 22 16";"SKF 2490";"2018";"13";236;53.0;8.99;10.21;1.22;""
"";"Ori";"";"05 54 46 +10 55 57";"BWL 19 AB";"2013";"1";34;3.8;7.97;22.40;14.43;""
"";"Ori";"";"05 54 46 +10 55 57";"BWL 19 AC";"2013";"1";108;6.4;7.97;22.00;14.03;""
"";"Ori";"";"05 54 46 +10 55 57";"BWL 19 AD";"2013";"1";148;4.9;7.97;19.80;11.83;""
"";"Ori";"94990";"05 54 46 +10 55 57";"BWL 19 AE";"2013";"1";171;5.0;7.97;19.60;11.63;""
"";"Ori";"";"05 54 46 +10 55 57";"BWL 19 AF";"2013";"1";191;6.5;7.97;19.50;11.53;""
"37 Aur";"Lep";"151002";"05 59 37 -16 47 10";"SKF 2506";"2016";"9";278;54.0;7.68;10.08;2.40;""
"HD 41256";"Lep";"171176";"06 03 01 -23 13 07";"SKF 2507";"2016";"9";83;62.1;7.50;12.10;4.60;""
"";"Col";"";"06 04 52 -34 33 36";"BWL 20 AB";"2012";"3";145;7.0;7.18;18.40;11.22;""
"";"Col";"";"06 04 52 -34 33 36";"BWL 20 AC";"2012";"1";171;16.6;7.18;"";"";""
"";"Col";"";"06 04 52 -34 33 36";"BWL 20 AD";"2012";"1";116;18.8;7.18;"";"";""
"HD 43536";"Men";"";"06 09 11 -73 35 52";"R 62";"2015";"5";347;28.9;8.83;12.00;3.17;""
"";"Ori";"40962";"06 13 54 +15 13 48";"DEA 70";"1997";"1";337;20.1;8.15;14.51;6.36;""
"HD 45979";"CMa";"151570";"06 30 01 -15 43 26";"SKF 2510";"2016";"11";220;38.7;8.93;11.14;2.21;""
"";"Aur";"";"06 31 01 +50 02 49";"BWL 21";"2015";"3";204;11.0;7.06;17.20;10.14;""
"";"Mon";"114010";"06 31 56 +04 56 34";"SNA 2 AQ";"2011";"1";248;2.1;6.47;13.65;7.18;""
"";"Aur";"";"06 32 54 +50 53 34";"DEA 71 AB";"2010";"2";272;47.0;8.17;15.17;7.00;""
"";"Mon";"114146";"06 37 24 +06 08 07";"SNA 3 Aa,Ab";"2018";"2";38;0.0;5.80;9.80;4.00;""
"";"Aur";"41248";"06 40 01 +42 33 56";"BU 9034";"2015";"9";130;112.3;8.75;12.60;3.85;""
"";"Aur";"59517";"06 49 38 +36 26 29";"DEA 44 AB";"2016";"7";269;93.9;8.80;18.70;9.90;""
"";"CMa";"172379";"06 49 35 -21 10 52";"DAM 736 AD";"2015";"8";280;24.9;8.27;9.90;1.63;""
"";"Mon";"";"06 51 59 +03 12 55";"BWL 22 AB";"2012";"2";2;8.0;8.32;17.90;9.58;""
"";"Mon";"";"06 51 59 +03 12 55";"BWL 22 AC";"2012";"2";1;8.3;8.32;17.60;9.28;""
"";"Mon";"";"06 51 59 +03 12 55";"BWL 22 AD";"2012";"2";333;5.3;8.32;16.60;8.28;""
"";"Mon";"";"06 51 59 +03 12 55";"BWL 22 AE";"2012";"2";282;8.5;8.32;18.90;10.58;""
"";"Mon";"";"06 51 59 +03 12 55";"BWL 22 AF";"2015";"3";263;8.5;8.32;17.20;8.88;""
"";"Mon";"";"06 51 59 +03 12 55";"BWL 22 AG";"2011";"1";178;12.4;8.32;17.50;9.18;""
"";"Mon";"";"06 51 59 +03 12 55";"BWL 22 AH";"2012";"1";21;8.4;8.32;19.30;10.98;""
"";"Mon";"";"06 51 59 +03 12 55";"BWL 22 AI";"2015";"4";231;10.8;8.32;15.40;7.08;""
"The Gem";"Gem";"59570";"06 52 47 +33 57 41";"DRS 42 AE";"2010";"1";295;2.4;3.16;8.60;5.44;""
"";"Gem";"59570";"06 52 47 +33 57 41";"DRS 42 AF";"2010";"2";298;21.1;3.16;10.77;7.61;""
"HD 50781";"CMa";"172526";"06 53 40 -24 23 28";"SKF 2516";"2016";"13";2;23.5;8.10;10.20;2.10;""
"";"Mon";"";"06 53 47 -00 17 39";"DAM 738 AC";"2015";"4";239;7.2;8.90;13.60;4.70;""
"";"Mon";"134061";"07 01 27 -03 07 03";"SNA 4 AG";"2011";"2";246;2.9;7.92;14.29;6.37;""
"HD 54662";"Mon";"152470";"07 09 20 -10 20 48";"SNA 5";"2014";"19";217;0.0;6.80;7.10;0.30;"Y"
"HD 56875";"CMa";"218613";"07 17 47 -25 59 09";"BRG 26 Aa,Ab";"2012";"3";312;0.1;7.90;"";"";""
"";"Gem";"96892";"07 26 02 +14 06 11";"STF 1088 AD";"2015";"7";243;91.2;7.38;11.77;4.39;""
"";"Gem";"60116";"07 29 02 +31 59 38";"ALC 7 EF";"1991";"0";-1;2.8;7.70;15.40;7.70;""
"HD 61045";"Pup";"153150";"07 36 47 -14 33 42";"RAS 23";"2010";"2";45;0.3;8.00;12.20;4.20;""
"";"Gem";"60243";"07 38 29 +24 00 08";"BWL 23 AC";"2013";"2";226;5.1;8.12;21.60;13.48;""
"HD 29521";"Eri";"131375";"04 38 34 -09 20 35";"TOK 387";"2024";"17";32;0.0;7.90;9.30;1.40;"Y"
"";"Pup";"174904";"07 58 22 -29 07 48";"EVS 7 AB";"2015";"5";50;16.6;8.73;12.80;4.07;""
"AQ Pup";"Pup";"174904";"07 58 22 -29 07 48";"EVS 7 AC";"2015";"4";27;10.0;8.73;11.20;2.47;""
