name,x,y,z,mag
T 492,0.26122236,0.10442825,0.95961326,6.5
T 493,0.79822883,0.31420880,-0.51391007,7.0
T 494,0.84776955,0.33479722,-0.41133638,7.0
T 495,0.60143603,0.23702725,-0.76295006,4.0
T 496,0.59109383,0.23328410,-0.77213121,7.5
T 497,0.64335726,0.25455063,-0.72200790,6.5
T 498,0.92111397,0.36634156,0.13169249,7.0
T 499,0.74562524,0.29772094,0.59615875,7.5
T 500,0.91591913,0.36461541,-0.16777292,6.5
T 501,0.28004589,0.11394456,0.95320036,6.0
T 502,0.73635496,0.29506140,-0.60886791,5.0
T 503,0.20283600,0.08333115,0.97566053,7.0
T 504,0.59194576,0.23762909,-0.77015105,7.0
T 505,0.88259773,0.35684720,0.30607405,6.0
T 506,0.90684770,0.36739649,0.20651168,7.0
T 507,0.90680898,0.36748607,0.20652231,7.5
T 508,0.91844052,0.37258507,0.13284345,7.5
T 510,0.61850568,0.25246395,0.74411873,6.5
T 511,0.88901095,0.36155154,-0.28096267,5.5
T 512,0.62301586,0.25536881,0.73934972,8.0
T 513,0.89781024,0.36773728,0.24229335,6.0
T 514,0.88584445,0.36305317,0.28891523,6.0
T 515,0.43803823,0.18081597,0.88058395,7.0
T 516,0.70020344,0.28816671,0.65320371,5.0
T 517,0.89753874,0.36838688,-0.24231242,7.0
T 518,0.78011215,0.31974396,-0.53776280,7.0
T 509,0.63897461,0.26152833,-0.72340472,7.0
T 520,0.91779214,0.37786948,0.12195183,6.5
T 521,0.62083193,0.25735551,0.74049703,7.0
T 522,0.61789060,0.25696675,0.74308768,3.5
T 523,0.88809032,0.36734882,-0.27631582,6.0
T 524,0.49489219,0.20375931,-0.84472709,7.0
T 526,0.90453982,0.37689950,0.19938525,6.0
T 527,0.79512328,0.33082634,-0.50826460,6.0
T 528,0.90383104,0.37914240,0.19834438,7.5
T 525,0.47842242,0.19951206,-0.85516485,7.0
T 529,0.90744191,0.38225918,-0.17443364,6.0
T 530,0.83084489,0.34966326,-0.43293460,8.5
